row_id,host_openalex_id,matched_name,method,relevance,ror
349,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
350,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
351,,,none,,
352,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
353,I56085075,University of Tartu,exact,173324.9,https://ror.org/03z77qz90
354,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
355,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
356,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
357,I17937529,German Cancer Research Center,exact,324796.2,https://ror.org/04cdgtt98
358,I4210122345,Institute for Research in Biomedicine,fuzzy,9433.836,https://ror.org/01z1gye03
359,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
360,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
361,,,none,,
362,,,none,,
363,I881427289,University of Gothenburg,exact,304493.62,https://ror.org/01tm6cn81
364,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
365,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
366,I17937529,German Cancer Research Center,exact,324796.2,https://ror.org/04cdgtt98
367,I4210101141,Luxembourg Institute of Health,exact,59929.98,https://ror.org/012m8gv78
368,I154387261,Vita-Salute San Raffaele University,exact,391475.53,https://ror.org/01gmqr298
369,I196349391,Universität Ulm,exact,35018.91,https://ror.org/032000t02
370,I4210126310,Universitätsklinikum Würzburg,fuzzy,6132.775,https://ror.org/03pvr2g57
371,I1334415907,University Medical Center Groningen,exact,336571.06,https://ror.org/03cv38k47
372,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
373,I4405252639,Gulbenkian Institute for Molecular Medicine,fuzzy,67.71932,https://ror.org/0346k0491
374,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
375,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
376,I4210120689,Universitätsklinikum Aachen,exact,14936.574,https://ror.org/02gm5zw39
377,,,none,,
378,I195525897,Research Institute of Molecular Pathology,fuzzy,123675.9,https://ror.org/02c5jsm26
379,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
380,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
381,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
382,,,none,,
383,,,none,,
384,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
385,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
386,I3133086891,Hochschule für Angewandte Wissenschaften Kiel,weak,3357.3535,https://ror.org/03q0ab227
387,I71267560,University of Naples Federico II,exact,524641.1,https://ror.org/05290cv24
388,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
389,I17937529,German Cancer Research Center,exact,324796.2,https://ror.org/04cdgtt98
390,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
391,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
392,,,none,,
393,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
394,,,none,,
395,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
396,I4210120689,Universitätsklinikum Aachen,exact,14936.574,https://ror.org/02gm5zw39
397,,,none,,
398,I2809107791,Spanish National Centre for Cardiovascular Research,fuzzy,79934.38,https://ror.org/02qs1a797
399,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
400,I13955877,Bar-Ilan University,exact,249102.6,https://ror.org/03kgsv495
401,I138689650,University of Padua,exact,391372.62,https://ror.org/00240q980
402,,,none,,
403,I4210088053,Universitätsklinikum Erlangen,exact,24783.686,https://ror.org/0030f2a11
404,I204730241,Université Paris Cité,exact,57428.344,https://ror.org/05f82e368
405,I2809107791,Spanish National Centre for Cardiovascular Research,fuzzy,79934.38,https://ror.org/02qs1a797
406,,,none,,
407,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
408,,,none,,
409,I4210089594,Spanish National Cancer Research Centre,exact,151161.52,https://ror.org/00bvhmc43
410,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
411,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
412,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
413,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
414,I2799391451,University Hospital Bonn,exact,135675.83,https://ror.org/01xnwqx93
415,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
416,I2802164966,University Hospital Heidelberg,fuzzy,106186.625,https://ror.org/013czdx64
417,I200763008,Justus-Liebig-Universität Gießen,exact,26430.729,https://ror.org/033eqas34
418,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
419,,,none,,
420,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
421,I4210112728,CIC bioGUNE,weak,4190.275,https://ror.org/02x5c5y60
422,I133836048,Royal Veterinary College,exact,103922.49,https://ror.org/01wka8n18
423,I114457229,University of Geneva,exact,297821.62,https://ror.org/01swzsf04
424,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
425,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
426,I4210153755,University Hospital Cologne,exact,142805.4,https://ror.org/05mxhda18
427,,,none,,
428,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
429,,,none,,
430,I118564535,University of Bern,exact,287583.72,https://ror.org/02k7v4d05
431,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
432,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
433,I28407311,University of Manchester,exact,395875.12,https://ror.org/027m9bs27
434,,,none,,
435,I149213910,University of Antwerp,exact,241988.78,https://ror.org/008x57b05
436,I2802017950,Vlaams Instituut voor Biotechnologie,weak,24067.06,https://ror.org/03xrhmk39
437,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
438,I2802017950,Vlaams Instituut voor Biotechnologie,weak,24067.06,https://ror.org/03xrhmk39
439,I95674353,UCLouvain,fuzzy,33728.004,https://ror.org/02495e989
440,I75356249,Hochschule Düsseldorf University of Applied Sciences,weak,7414.5063,https://ror.org/00ftx0026
441,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
442,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
443,I2802017950,Vlaams Instituut voor Biotechnologie,weak,24067.06,https://ror.org/03xrhmk39
444,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
445,,,none,,
446,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
447,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
448,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
449,I2802934949,Radboud University Medical Center,exact,365017.7,https://ror.org/05wg1m734
450,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
451,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
452,I2801081054,The Francis Crick Institute,fuzzy,172216.17,https://ror.org/04tnbqb63
453,,,none,,
454,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
455,I4405271003,Elblandklinikum Radebeul,weak,1.7318883,https://ror.org/01pnwhg58
456,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
457,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
458,I17937529,German Cancer Research Center,exact,324796.2,https://ror.org/04cdgtt98
459,I4210130481,Foundation for the Research and Cure of Lymphoma in Ticino,exact,80.93389,https://ror.org/03axjke18
460,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
461,I4210089594,Spanish National Cancer Research Centre,exact,151161.52,https://ror.org/00bvhmc43
462,I1334415907,University Medical Center Groningen,exact,336571.06,https://ror.org/03cv38k47
463,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
464,I2898336195,The Netherlands Cancer Institute,exact,165980.95,https://ror.org/03xqtf034
465,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
466,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
467,I8901234,Foundation for Research and Technology Hellas,exact,128927.9,https://ror.org/052rphn09
468,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
469,I141596103,University of Lisbon,weak,223011.98,https://ror.org/01c27hj86
470,I4210089592,Josep Carreras Leukaemia Research Institute,exact,70537.74,https://ror.org/00btzwk36
471,I2802805223,Calouste Gulbenkian Foundation,exact,12565.292,https://ror.org/04yxemn98
472,I34809795,Medizinische Hochschule Hannover,exact,40587.992,https://ror.org/00f2yqf98
473,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
474,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
475,,,none,,
476,I157536573,Institut Pasteur,exact,36066.547,https://ror.org/0495fxg12
477,I138689650,University of Padua,exact,391372.62,https://ror.org/00240q980
478,I45084792,University of Florence,exact,254717.31,https://ror.org/04jr1s763
479,I2809107791,Spanish National Centre for Cardiovascular Research,fuzzy,79934.38,https://ror.org/02qs1a797
480,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
481,I2802017950,Vlaams Instituut voor Biotechnologie,weak,24067.06,https://ror.org/03xrhmk39
482,I145872427,Radboud University Nijmegen,exact,690368.0,https://ror.org/016xsfp80
483,I4210108711,University Medical Center Hamburg-Eppendorf,exact,395860.03,https://ror.org/01zgy1s35
484,I4405267316,German Center for Neurodegenerative Diseases (DZNE) Dresden,fuzzy,25524.17,https://ror.org/0260yv019
485,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
486,I114457229,University of Geneva,exact,297821.62,https://ror.org/01swzsf04
487,I881427289,University of Gothenburg,exact,304493.62,https://ror.org/01tm6cn81
488,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact,117144.875,https://ror.org/043c0p156
489,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
490,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
491,I141596103,University of Lisbon,weak,223011.98,https://ror.org/01c27hj86
492,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
493,I2801081054,The Francis Crick Institute,fuzzy,172216.17,https://ror.org/04tnbqb63
494,,,none,,
495,I2801081054,The Francis Crick Institute,fuzzy,172216.17,https://ror.org/04tnbqb63
496,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
497,I91712215,Saarland University,exact,182555.69,https://ror.org/01jdpyv68
498,I21491767,Aix-Marseille Université,exact,46815.637,https://ror.org/035xkbk20
499,,,none,,
500,I88155538,Universidad de Navarra,exact,20412.717,https://ror.org/02rxc7m23
501,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
502,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
503,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
504,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
505,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
506,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
507,I113358080,Champalimaud Foundation,exact,61870.65,https://ror.org/03g001n57
508,I2801952686,Erasmus MC,exact,65992.836,https://ror.org/018906e22
509,I4405267316,German Center for Neurodegenerative Diseases (DZNE) Dresden,fuzzy,25524.17,https://ror.org/0260yv019
510,,,none,,
511,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
512,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
513,I173212132,Vilnius University,exact,97833.336,https://ror.org/03nadee84
514,I4210100306,Achucarro Basque Center for Neuroscience,exact,58010.82,https://ror.org/00myw9y39
515,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
516,I147765834,Leipzig University of Applied Sciences,weak,13022.127,https://ror.org/03xgcq477
517,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
518,,,none,,
519,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
520,I74656192,University of Göttingen,exact,297212.0,https://ror.org/01y9bpm73
521,I30771326,Italian Institute of Technology,exact,141176.92,https://ror.org/042t93s57
522,I4405267316,German Center for Neurodegenerative Diseases (DZNE) Dresden,fuzzy,25524.17,https://ror.org/0260yv019
523,,,none,,
524,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
525,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
526,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact,54852.375,https://ror.org/00f7hpc57
527,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
528,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
529,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
530,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
531,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
532,I113358080,Champalimaud Foundation,exact,61870.65,https://ror.org/03g001n57
533,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
534,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
535,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
536,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
537,I172446870,University of Cagliari,exact,161764.02,https://ror.org/003109y17
538,I13469542,Vrije Universiteit Brussel,weak,103277.375,https://ror.org/006e5kg04
539,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
540,,,none,,
541,I4210100306,Achucarro Basque Center for Neuroscience,exact,58010.82,https://ror.org/00myw9y39
542,I197323543,Johannes Gutenberg University Mainz,weak,41263.29,https://ror.org/023b0x485
543,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
544,,,none,,
545,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
546,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
547,,,none,,
548,I175532246,University of Eastern Finland,exact,204624.42,https://ror.org/00cyydd11
549,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
550,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
551,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
552,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
553,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
554,I16835326,University of St Andrews,exact,228166.6,https://ror.org/02wn5qz54
555,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
556,I124601658,University of Parma,exact,181978.31,https://ror.org/02k7wn190
557,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
558,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
559,I86987016,KTH Royal Institute of Technology,fuzzy,121966.055,https://ror.org/026vcq606
560,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
561,I154526488,Inserm,weak,49376.336,https://ror.org/02vjkv261
562,I34352273,Maastricht University,exact,286442.2,https://ror.org/02jz4aj89
563,I99682543,University of Minho,exact,168144.42,https://ror.org/037wpkx04
564,,,none,,
565,I860889466,Friedrich Miescher Institute,exact,34508.246,https://ror.org/01bmjkv45
