row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
191,"=""0093221""",Peter A Dinda,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
192,"=""0093226""",Andres J Garcia,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
193,"=""0093229""",Faramarz Fekri,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
194,"=""0093233""",Srinivas Akella,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
195,"=""0093238""",David H Laidlaw,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
196,"=""0093241""",Yuguang Fang,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
197,"=""0093250""",Rachel J O'Neill,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
198,"=""0093251""",Stephen R Voss,CO,Colorado State University,I92446798,Colorado State University,exact,prior,,,,,https://ror.org/03k1gpj17
199,"=""0093255""",Stephen C Nold,WI,University of Wisconsin-Stout,I1921588,University of Wisconsin–Stout,exact,duckdb,1.0,1.0,education,2072.0,01gb8pc70
200,"=""0093262""",Trac D Tran,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,prior,,,,,https://ror.org/00za53h95
201,"=""0093273""",Lei He,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
202,"=""0093275""",Rastislav Bodik,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
203,"=""0093282""",Jan Vitek,IN,Purdue Research Foundation,I4210088921,Purdue Research Foundation,exact,duckdb,1.0,1.0,nonprofit,37.0,007n03h88
204,"=""0093290""",Richard B Gillespie,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
205,"=""0093291""",Thad Starner,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
206,"=""0093292""",Karen D King,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
207,"=""0093296""",John W Byers,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
208,"=""0093300""",Jennifer M Schopf,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
209,"=""0093301""",Srinivas Katkoori,FL,University of South Florida,I2613432,University of South Florida,exact,prior,,,,,https://ror.org/032db5x82
210,"=""0093302""",William S Noble,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
211,"=""0093303""",Kaoru Kitajima,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
212,"=""0093309""",Chung-Ping Chen,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
213,"=""0093312""",Jonathan Luntz,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
214,"=""0093315""",Bojan Cukic,WV,West Virginia University Research Corporation,I12097938,West Virginia University,exact,prior,,,,,https://ror.org/011vxgd24
215,"=""0093319""",Janet Bond-Robinson,KS,University of Kansas Center for Research Inc,I146416000,University of Kansas,override,manual,,,,,
216,"=""0093324""",Soha Hassoun,MA,Tufts University,I121934306,Tufts University,exact,prior,,,,,https://ror.org/05wvpxv85
217,"=""0093327""",Michael L Summers,CA,"The University Corporation, Northridge",I157638225,"California State University, Northridge",override,manual,,,,,
218,"=""0093332""",Elizabeth C Butler,OK,University of Oklahoma Norman Campus,I8692664,University of Oklahoma,fuzzy,duckdb,1.0,1.0,education,77212.0,02aqsxs83
219,"=""0093337""",David Wagner,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
220,"=""0093343""",Thomas A Funkhouser,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
221,"=""0093347""",Samuel M Duboise,ME,University of Southern Maine,I73443619,University of Southern Maine,exact,duckdb,1.0,1.0,education,4065.0,03ke6tv85
222,"=""0093348""",Jeff G Erickson,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
223,"=""0093349""",Muriel Medard,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
224,"=""0093351""",Vivek Pai,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
225,"=""0093353""",Hillol Kargupta,MD,University of Maryland Baltimore County,I79272384,"University of Maryland, Baltimore County",exact,prior,,,,,https://ror.org/02qskvh78
226,"=""0093354""",Krste Asanovic,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
227,"=""0093359""",Peter J Meberg,ND,University of North Dakota Main Campus,I24571045,University of North Dakota,exact,prior,,,,,https://ror.org/04a5szx83
228,"=""0093361""",David Mazières,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
229,"=""0093362""",Adriana B Compagnoni,NJ,Stevens Institute of Technology,I108468826,Stevens Institute of Technology,exact,prior,,,,,https://ror.org/02z43xh36
230,"=""0093364""",Shaochen Chen,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
231,"=""0093367""",Margrit Betke,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
232,"=""0093373""",Yi-Jen Chiang,NY,Polytechnic University of New York,I57206974,New York University,override,manual,,,,,
233,"=""0093378""",Annamaria B Amenta,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
234,"=""0093390""",Denis Zorin,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
235,"=""0093392""",Darlene D Judd,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
236,"=""0093398""",Mei Hong,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
237,"=""0093399""",Mona Singh,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
238,"=""0093400""",Torsten Suel,NY,Polytechnic University of New York,I57206974,New York University,override,manual,,,,,
239,"=""0093404""",Inderjit S Dhillon,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
240,"=""0093406""",Dieter Fox,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
241,"=""0093411""",Ravi Prakash,TX,University of Texas at Dallas,I162577319,The University of Texas at Dallas,fuzzy,prior,,,,,https://ror.org/049emcs32
242,"=""0093426""",Vikram S Adve,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
243,"=""0093430""",Jeffrey A Bilmes,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
244,"=""0093434""",Alexandre F Tenca,OR,Oregon State University,I131249849,Oregon State University,exact,prior,,,,,https://ror.org/00ysfqy60
245,"=""0093448""",Mitchell Albert,MA,Brigham & Women's Hospital Inc,I1283280774,Brigham and Women's Hospital,exact,duckdb,1.0,1.0,healthcare,172961.0,04b6nzv94
246,"=""0093452""",Rabi G Mishalani,OH,Ohio State University Research Foundation -DO NOT USE,I52357470,The Ohio State University,override,manual,,,,,
247,"=""0093456""",Mehran Mesbahi,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
248,"=""0093484""",Songwu Lu,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
249,"=""0093489""",Adriaan W van der Hoek,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
250,"=""0093494""",Michelle Zandieh,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
251,"=""0093496""",Gloria Mark,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
252,"=""0093502""",Michael D McGehee,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
253,"=""0093505""",Daniel D Suthers,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,prior,,,,,https://ror.org/03tzaeb71
254,"=""0093513""",Andria Costello Staniec,NY,Syracuse University,I70983195,Syracuse University,exact,prior,,,,,https://ror.org/025r5qe02
255,"=""0093514""",Steven J Skerlos,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
256,"=""0093524""",Konstantinos Konstantopoulos,MD,Johns Hopkins University,I145311948,Johns Hopkins University,exact,prior,,,,,https://ror.org/00za53h95
257,"=""0093525""",Anh-Vu Pham,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
258,"=""0093532""",Chenning Tong,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
259,"=""0093538""",James W Schneider,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
260,"=""0093542""",Brian D Conrad,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
261,"=""0093544""",Wilson K. S. Chiu,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
262,"=""0093549""",Jeong Bong Lee,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
263,"=""0093552""",Timothy P Hogan,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
264,"=""0093580""",Daniel W Apley,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
265,"=""0093581""",Milos Zefran,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
266,"=""0093600""",Tanju Karanfil,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
267,"=""0093604""",Babak Ziaie,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
268,"=""0093611""",Colin A Wolden,CO,Colorado School of Mines,I167576493,Colorado School of Mines,exact,prior,,,,,https://ror.org/04raf6v53
269,"=""0093616""",David P Cann,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
270,"=""0093617""",Amy E Childress,NV,"Board of Regents, NSHE, obo University of Nevada, Reno",I134113660,"University of Nevada, Reno",human,prior,,,,,
271,"=""0093622""",Anna D Gudmundsdottir,OH,University of Cincinnati,I63135867,University of Cincinnati,exact,duckdb,1.0,1.0,education,113395.0,01e3m7079
272,"=""0093647""",Christopher Woodward,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
273,"=""0093649""",Sheryl H Ehrman,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
274,"=""0093650""",Rafael A Rodriguez Solis,PR,University of Puerto Rico Mayaguez,I60388903,University of Puerto Rico-Mayaguez,exact,prior,,,,,https://ror.org/00wek6x04
275,"=""0093654""",Sila Cetinkaya,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
276,"=""0093658""",Thomas R Powers,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
277,"=""0093678""",Roberto A Lopez-Anido,ME,University of Maine,I7947594,University of Maine,exact,prior,,,,,https://ror.org/01adr0w49
278,"=""0093690""",Doreen Edwards,NY,Alfred University NY State College of Ceramics,I49502546,Alfred University,override,manual,,,,,
279,"=""0093692""",Caicheng Lu,KY,University of Kentucky Research Foundation,I143302722,University of Kentucky,exact,prior,,,,,https://ror.org/02k3smh20
280,"=""0093694""",Terrance Odean,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
281,"=""0093695""",Christopher T Williams,SC,University of South Carolina at Columbia,I155781252,University of South Carolina,fuzzy,duckdb,1.0,1.0,education,87401.0,02b6qw903
282,"=""0093706""",Partha S Dutta,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
283,"=""0093714""",Vivek B Shenoy,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
284,"=""0093716""",Alexander V Mamishev,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
285,"=""0093721""",Susanne Stemmer,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
286,"=""0093737""",Gangbing Song,OH,University of Akron,I110152177,University of Akron,exact,prior,,,,,https://ror.org/02kyckx55
287,"=""0093742""",Joan M Redwing,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
288,"=""0093744""",Hector M Gutierrez,FL,Florida Institute of Technology,I106959904,Florida Institute of Technology,exact,prior,,,,,https://ror.org/04atsbb87
289,"=""0093752""",Akram N Alshawabkeh,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
290,"=""0093754""",James L Mahoney,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
291,"=""0093757""",Steven Quartz,CA,California Institute of Technology,I122411786,California Institute of Technology,exact,prior,,,,,https://ror.org/05dxps055
292,"=""0093758""",Rastislav Levicky,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
293,"=""0093762""",Joao P Hespanha,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
294,"=""0093767""",Darren L Hitt,VT,University of Vermont & State Agricultural College,I111236770,University of Vermont,exact,prior,,,,,https://ror.org/0155zta11
295,"=""0093769""",Fernando A Escobedo,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
296,"=""0093783""",Linda K Weavers,OH,Ohio State University Research Foundation -DO NOT USE,I52357470,The Ohio State University,override,manual,,,,,
297,"=""0093792""",Z. Jane Wang,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
298,"=""0093794""",Edwin A Cowen,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
299,"=""0093805""",Karen J Burg,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
300,"=""0093808""",Jacqueline J Li,NY,Cooper Union,I8031829,Cooper Union,exact,duckdb,1.0,1.0,education,1140.0,05pbkcd34
301,"=""0093815""",Veena Misra,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
302,"=""0093827""",Lisa H Weasel,OR,Portland State University,I126345244,Portland State University,exact,prior,,,,,https://ror.org/00yn2fy02
303,"=""0093829""",David W Wright,PA,Duquesne University,I165102784,Duquesne University,exact,prior,,,,,https://ror.org/02336z538
